data,produto,categoria,regiao,canal_venda,quantidade,preco_unitario,desconto_percentual,receita_bruta,receita_liquida
2023-05-04,Mesa Escritório,Móveis,Norte,Online,8,1400,0.05,11200,10640.0
2023-12-01,Webcam,Eletrônicos,Centro-Oeste,Marketplace,7,420,0.0,2940,2940.0
2023-07-15,Smartphone,Eletrônicos,Sudeste,Online,8,2800,0.05,22400,21280.0
2023-03-01,Mouse,Eletrônicos,Norte,Online,2,120,0.1,240,216.0
2023-01-12,Curso Online,Educação,Sudeste,Marketplace,8,500,0.05,4000,3800.0
2023-04-03,Mesa Escritório,Móveis,Nordeste,Marketplace,8,1400,0.1,11200,10080.0
2023-03-06,Mouse,Eletrônicos,Norte,Online,6,120,0.0,720,720.0
2023-07-27,Webcam,Eletrônicos,Norte,Marketplace,1,420,0.1,420,378.0
2023-09-29,Armário,Móveis,Norte,Marketplace,2,1800,0.15,3600,3060.0
2023-11-30,Mouse,Eletrônicos,Sul,Marketplace,4,120,0.0,480,480.0
2023-12-22,Teclado,Eletrônicos,Centro-Oeste,Loja Física,1,250,0.15,250,212.5
2023-03-04,Notebook,Eletrônicos,Sul,Marketplace,3,3500,0.15,10500,8925.0
2023-03-24,Mouse,Eletrônicos,Sudeste,Online,5,120,0.0,600,600.0
2023-09-17,Smartphone,Eletrônicos,Sul,Loja Física,6,2800,0.15,16800,14280.0
2023-12-03,Notebook,Eletrônicos,Sudeste,Marketplace,4,3500,0.05,14000,13300.0
2023-05-31,Fone Bluetooth,Eletrônicos,Norte,Loja Física,8,350,0.0,2800,2800.0
2023-12-22,Cadeira Gamer,Móveis,Norte,Marketplace,6,950,0.15,5700,4845.0
2023-04-18,Webcam,Eletrônicos,Sul,Online,2,420,0.0,840,840.0
2023-04-07,Teclado,Eletrônicos,Sul,Marketplace,5,250,0.0,1250,1250.0
2023-10-10,Monitor,Eletrônicos,Sul,Marketplace,6,1100,0.05,6600,6270.0
2023-11-15,Mesa Escritório,Móveis,Nordeste,Loja Física,2,1400,0.15,2800,2380.0
2023-07-15,Fone Bluetooth,Eletrônicos,Centro-Oeste,Online,3,350,0.1,1050,945.0
2023-05-11,Fone Bluetooth,Eletrônicos,Norte,Online,7,350,0.0,2450,2450.0
2023-02-06,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,5,350,0.0,1750,1750.0
2023-12-03,Fone Bluetooth,Eletrônicos,Sul,Loja Física,3,350,0.1,1050,945.0
